,mols_bitswet,T_F,bitswet_smiles,id,cid
7850,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06A30>,False,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](NC(=O)CNC(=O)[C@@H](N)CCC/N=C(/N)N)CC(=O)O,s_9655,44364493.0
7851,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC069E0>,False,O=C(NC(Cc1ccccc1)C(=O)[O-])C([NH3+])C(C)C,s_9656,44369299.0
7852,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06990>,False,O(C(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)C(c1ccccc1)C)C,s_9657,44369384.0
7853,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06940>,False,O(C(=O)C(Cc1ccccc1)CNC(=O)[C@H](N)CC(=O)O)C,s_9658,44369403.0
7854,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC068F0>,False,O(C(=O)C[C@@H](NC(=O)[C@H](N)CC(=O)O)Cc1ccccc1)CC,s_9659,44369406.0
7855,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC068A0>,False,O(C[C@@H](NC(=O)[C@H](N)CC(=O)O)Cc1ccccc1)C(=O)C,s_9660,44369506.0
7856,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06850>,False,OC[C@H](NC(=O)[C@H](N)CC(=O)O)Cc1ccccc1,s_9661,44369578.0
7857,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06800>,False,O=C(N[C@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCC/N=C(/N)N)CC(=O)O,s_9662,44370069.0
7858,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC067B0>,False,O=C(NC(CC(C)C)C(=O)[O-])C(NCCC(=O)[O-])Cc1ccccc1,s_9663,44373026.0
7859,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06760>,False,O(C(=O)C(NC(=O)C(N)C(C)C)Cc1ccccc1)CCCC,s_9664,44373664.0
7860,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06710>,False,S1(=O)(=O)[N-]C(=O)c2c1cccc2.[Na+].O,s_9665,443755.0
7861,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC066C0>,False,OC[C@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1,s_9666,44383136.0
7862,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06670>,False,O=C(N(C)C)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1,s_9667,44383236.0
7863,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06620>,False,[Na+].O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OC(CCC(=O)[O-])C(=O)O)C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9668,44385549.0
7864,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC06080>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OC(CCC(=O)O)C(=O)O)C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9669,44385550.0
7865,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC05D50>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OCC(=O)O)C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9670,44385551.0
7866,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BC052B0>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OC3OC(C(O)C(O)C3O)CO)C)CC1)CC2=C)C1OC(C(OC2OC(C(O)C(O)C2O)CO)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9671,44385602.0
7867,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6F80>,False,[Na+].O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)[O-])C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9672,44386141.0
7868,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6F30>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O)C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9673,44386142.0
7869,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6EE0>,False,[Na+].O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)[O-])C)CC1)CC2=C)C1OC(C(OC2OC(C(O)C(O)C2O)CO)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9674,44386474.0
7870,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6760>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O)C)CC1)CC2=C)C1OC(C(OC2OC(C(O)C(O)C2O)CO)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9675,44386475.0
7871,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6710>,False,P(=O)([O-])(O)CCCOC(=O)[C@]1(C2[C@](C3[C@]4(C[C@@](OC5OC(C(O)C(O)C5OC5OC(C(O)C(O)C5O)CO)CO)(CC3)C(=C)C4)CC2)(CCC1)C)C.[Na+],s_9676,44386800.0
7872,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF65D0>,False,P(=O)(O)(O)CCCOC(=O)[C@]1(C2[C@](C3[C@]4(C[C@@](OC5OC(C(O)C(O)C5OC5OC(C(O)C(O)C5O)CO)CO)(CC3)C(=C)C4)CC2)(CCC1)C)C,s_9677,44386801.0
7873,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6580>,False,S(=O)(=O)([O-])CCCOC(=O)[C@]1(C2[C@](C3[C@]4(C[C@@](OC5OC(C(OC6OC(C(O)C(O)C6O)CO)C(O)C5OC5OC(C(O)C(O)C5O)CO)CO)(CC3)C(=C)C4)CC2)(CCC1)C)C.[Na+],s_9678,44387033.0
7874,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6530>,False,S(=O)(=O)(O)CCCOC(=O)[C@]1(C2[C@](C3[C@]4(C[C@@](OC5OC(C(OC6OC(C(O)C(O)C6O)CO)C(O)C5OC5OC(C(O)C(O)C5O)CO)CO)(CC3)C(=C)C4)CC2)(CCC1)C)C,s_9679,44387034.0
7875,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF64E0>,False,O1C([C@H](O)[C@@H](O)C(O)[C@@H]1OCC(O)CO)CO[C@H]1OC([C@H](O)[C@@H](O)C1O)CO,s_9680,44391931.0
7876,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6490>,False,O=C1N[C@@H](C(=O)N[C@H]1Cc1ccccc1)CC(=O)OC,s_9681,44398601.0
7877,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF63A0>,False,O1C(C(O)[C@H](O)C(O)[C@@H]1ON)CO,s_9682,44402217.0
7878,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6350>,False,O=C1N(C(C1)C(=O)NC(Cc1ccccc1)C(=O)OC)C(CCC)C(=O)NCC1CCCCC1,s_9683,44402830.0
7879,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6300>,False,O=C(N[C@@H](Cc1ccccc1)C(=O)OC)C1N(C1)CC(=O)OC,s_9684,44405732.0
7880,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF6030>,False,O1[C@@H]([C@H](O)[C@H](O)C[C@@H]1O)C,s_9686,444063.0
7881,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBF3030>,False,O1[C@@H]([C@@H](O)[C@H](OCCCCCCCCCCCCCCCCCCCC)[C@@H](O)C1O)CO,s_9687,44408257.0
7882,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEE800>,False,O1[C@@H]([C@@H](O)[C@H](OCCCCCCCCCCCCCC)[C@@H](O)C1O)CO,s_9688,44408268.0
7883,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEE530>,False,O1[C@@H]([C@@H](O)[C@H](OCCCCCCC)[C@@H](O)C1O)CO,s_9689,44408385.0
7884,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBED990>,False,O1[C@@H]([C@@H](O)[C@H](OCCCCCCCC)[C@@H](O)C1O)CO,s_9690,44408489.0
7885,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBED6C0>,False,O1[C@@H]([C@@H](O)[C@H](OCCCCCCCCC)[C@@H](O)C1O)CO,s_9691,44408498.0
7886,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBECE40>,False,O=C(NC(Cc1ccccc1)C(=O)OC)C(N(CCC(C)(C)C)CCC(C)(C)C)CC(=O)OC,s_9692,4441294.0
7887,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBECB70>,False,O1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C1,s_9693,444173.0
7888,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC850>,False,O1[C@@H]([C@@H](O[C@@H](OCCO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O)CO.O,s_9694,444175.0
7889,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC800>,False,O1[C@@H]([C@@H](O[C@@H](OCCO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O)CO,s_9695,444176.0
7890,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC7B0>,False,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O)C,s_9696,444200.0
7891,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC760>,False,O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9697,44420311.0
7892,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC710>,False,O1[C@@](O)([C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1CO)CO,s_9698,44420320.0
7893,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC6C0>,False,O([C@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO,s_9699,44420335.0
7894,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC670>,False,O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C,s_9700,44420336.0
7895,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC620>,False,O1[C@@](O)([C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1CO)CO,s_9701,44420340.0
7896,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC5D0>,False,O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1O)CO,s_9702,44420344.0
7897,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC580>,False,O1[C@@](O)([C@H](O[C@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1CO)CO,s_9703,44420352.0
7898,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC530>,False,O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1O)CO,s_9704,44420358.0
7899,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC4E0>,False,O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1O)CO,s_9705,44420363.0
7900,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC490>,False,O([C@]1(O[C@@H]([C@@H](O)[C@@H]1O)CO)CO)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9706,44420456.0
7901,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC440>,False,O([C@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)C)[C@H](O[C@H]([C@H]1O)CO)O)[C@H]1O[C@H]([C@@H](O)[C@@H](O)[C@@H]1O)CO,s_9707,44429605.0
7902,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC3F0>,False,O([C@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@H]([C@H]1O)CO)OCO)[C@H]1O[C@H]([C@@H](O)[C@@H](O)[C@@H]1O)CO,s_9708,44429606.0
7903,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC3A0>,False,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9709,44430845.0
7904,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC350>,False,O1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C1,s_9711,444344.0
7905,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEC300>,False,O1[C@@H]([C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O)C,s_9712,444525.0
7906,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB9E0>,False,O[C@H]([C@@H](O)[C@H](O)C(=O)[O-])[C@H](O)CO,s_9713,44457530.0
7907,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB990>,False,O([C@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OC3OC(C(O)C(O)C3O)CO)C)CC1)CC2=C)C1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_9714,44458691.0
7908,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB940>,False,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OCC)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,s_9716,44462511.0
7909,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB8F0>,False,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OCCCCCCCCCCCCO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,s_9717,44462512.0
7910,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB8A0>,False,O1[C@@]2(OC3OC([C@@H](O)[C@H](O)[C@H]3O)COOC([C@@H]2O)[C@H]1CO)CO,s_9718,44462514.0
7911,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB850>,False,O1C([C@@H](O)[C@H](O)[C@@]1(O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO)[C@H]1OC1,s_9719,44462515.0
7912,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB800>,False,O1[C@]2(OOC2[C@H](O)[C@@]1(O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO)CO,s_9720,44462516.0
7913,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB7B0>,False,[Sr+2].O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1O)CO,s_9721,44464751.0
7914,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB760>,False,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC)CO[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C,s_9722,44465655.0
7915,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB710>,False,O([C@@H]1[C@H](O[C@@H](O)[C@@H](O)[C@H]1O)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO,s_9723,44467794.0
7916,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB6C0>,False,O([C@@H]1[C@H](O)C[C@@H](O[C@@H]1CO)O)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,s_9724,444685.0
7917,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB670>,False,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO)[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O,s_9725,44468701.0
7918,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB620>,False,O([C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,s_9726,44468841.0
7919,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB5D0>,False,O([C@H]1[C@H](O)[C@H](O)C(O[C@@H]1CO)O)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO,s_9727,44472831.0
7920,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB580>,False,O1[C@@H]([C@@H](O)[C@H](OC(=O)C)CC1O)COC(=O)C,s_9728,44473138.0
7921,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB530>,False,O1[C@@H]([C@@H](OC(=O)C)[C@H](O)CC1O)COC(=O)C,s_9729,44473139.0
7922,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB4E0>,False,ClC(Cl)(OCl)[C@]1(O[C@@H]([C@@H](O)[C@@H]1O)CO)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,s_9730,44477381.0
7923,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB490>,False,O1[C@H]([C@@H](O)[C@@H](O)[C@H](OC)[C@@H]1O)C,s_9731,444792.0
7924,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB440>,False,O1[C@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O)C,s_9732,444812.0
7925,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB3F0>,False,O=C(N1[C@@H](CCC1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CC(=O)O)[C@@H](N)CCCCN,s_9733,44482171.0
7926,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB3A0>,False,O1[C@@H]([C@@H](OC)[C@H](O)C[C@@H]1O)C,s_9734,444855.0
7927,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB350>,False,O1[C@H]([C@@H](O)[C@@H](O)[C@H](O)[C@H]1O)C,s_9735,444863.0
7928,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB300>,False,O1[C@@H](C[C@H](O)[C@@H](O)[C@H]1O)CO,s_9736,444914.0
7929,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB2B0>,False,O1[C@@H]([C@H](OC)[C@H](O)C[C@H]1O)C,s_9737,445011.0
7930,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB260>,False,O1[C@@H](O)[C@@H](OC)[C@H](O)[C@H](O)C1,s_9738,445034.0
7931,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB210>,False,O[C@H]([C@@H](O)[C@@H](O)C)[C@@H](O)CO,s_9739,445052.0
7932,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEB1C0>,False,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC#CC)CO,s_9740,44517915.0
7933,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAE40>,False,F[C@@H]1[C@@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]1O)CO,s_9741,445187.0
7934,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEADF0>,False,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)CO)O[C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9742,44520707.0
7935,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEADA0>,False,F[C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O)CO,s_9743,445226.0
7936,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAD50>,False,O[C@@H](C[C@H](O)C(=O)O)[C@@H](O)C(=O)O,s_9745,445316.0
7937,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAD00>,False,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OCCCCCCCC)CO,s_9746,445318.0
7938,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEACB0>,False,O1[C@@H]([C@@H](O)CCC1O)CO,s_9747,44540000.0
7939,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAC60>,False,O1[C@H]([C@@H](O)[C@@H](O)[C@H](O)C1O)C#C,s_9748,44544430.0
7940,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAC10>,False,O1[C@H]([C@@H](O)[C@@H](O)[C@H](O)C1O)CC,s_9749,44544536.0
7941,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEABC0>,False,F[C@H]1[C@H](O)[C@H](O)[C@@H](OC1O)C,s_9750,44544736.0
7942,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAB70>,False,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](OCCCCCCCC)[C@@H]1O)CO,s_9751,445463.0
7943,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAB20>,False,O1C(C(O)C(O)C(O)C1OCC(O)C(O)C(O)C(O)CO)CO,s_9752,4454759.0
7944,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAAD0>,False,O([C@]1(OC[C@@H](O)[C@@H](O)[C@@H]1O)CO)[C@H]1[C@@H](O)[C@H](O)[C@](OC1)(O)CO,s_9753,44548660.0
7945,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAA80>,False,O1[C@]2(OCCC2)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,s_9754,44551308.0
7946,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEAA30>,False,O1[C@]2(OCCC2)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC,s_9755,44551309.0
7947,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA9E0>,False,O1[C@]2(OCCC2)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,s_9756,44551689.0
7948,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA990>,False,O1[C@@]2(OCCC2)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,s_9757,44551690.0
7949,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA940>,False,O1[C@]2(OCCC2)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1CO,s_9758,44551691.0
7950,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA8F0>,False,O1[C@@]2(OCCC2)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,s_9759,44551692.0
7951,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA350>,False,O1[C@H]([C@H](O)[C@H](O)[C@H](O)[C@@H]1O)C,s_9760,445536.0
7952,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBEA080>,False,O1[C@@H]([C@@H](O)[C@@H](O)[C@H](O)[C@H]1O)C,s_9761,445562.0
7953,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE94E0>,False,O([C@@H]1[C@@H](O)[C@@H](O)C(O[C@H]1C)O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9762,44558885.0
7954,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE9210>,False,O([C@@]1(O[C@@H]([C@@H](O)[C@@H]1O)CO)CO)[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1O)CO,s_9764,44560081.0
7955,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8A80>,False,O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O)CO)C,s_9766,44564216.0
7956,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8A30>,False,O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)C,s_9767,44564217.0
7957,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE89E0>,False,O1[C@@H]([C@@H](O)[C@H](O)C[C@H]1OCCCCCCCC)CO,s_9768,44567462.0
7958,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8990>,False,O1[C@@H]([C@@H](O)[C@H](O)C[C@@H]1OCCCCCCCC)CO,s_9769,44567463.0
7959,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8940>,False,O1[C@@H]([C@@H](O)[C@@H](O)CC1O)CO.O,s_9770,445688.0
7960,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE88F0>,False,O1[C@@H]([C@@H](O)[C@@H](O)CC1O)CO,s_9771,445689.0
7961,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE88A0>,False,O[C@H]([C@H](O)[C@@H](O)C)[C@H](O)CO,s_9772,445724.0
7962,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8850>,False,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H](O)CO)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,s_9773,44575502.0
7963,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8800>,False,O=C(NC(Cc1ccccc1)C=O)C(N)CC(=O)O,s_9774,4457602.0
7964,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE87B0>,False,O([C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]1O[C@@H](C[C@H](O)[C@H]1O)CO,s_9775,445801.0
7965,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8760>,False,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)C)CC(C)C,s_9776,445826.0
7966,<rdkit.Chem.rdchem.Mol object at 0x0000015B2BBE8710>,False,O1C(O)[C@H](OC)[C@@H](O)[C@H](O)C1,s_9777,44588354.0
