,mols_bitswet,T_F,bitswet_smiles,id,cid
4389,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9800>,False,[Si](OC(C(O)C(O)C(O)CO)C=O)(O)(O)O,s_6058,19780798.0
4390,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D97B0>,False,O1C(O)(C(O)C(O)C1CO)C(O)O,s_6059,19784027.0
4391,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9760>,False,ClOCC1OC(OC2C(O)C(O)C(OC2CO)O)C(O)C(O)C1O,s_6060,19787716.0
4392,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9710>,False,S1(=O)(=O)NC(=O)c2c1cccc2.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],s_6061,19793974.0
4393,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D96C0>,False,[Na+].OC(C(O)C(O)C=O)C(O)CO.[OH-],s_6062,19795393.0
4394,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9670>,False,OC(C(N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)CC(=O)O)C,s_6063,19800018.0
4395,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9620>,False,OC(C(O)C(O)CO)C(O)CO.OC(C)C,s_6064,19801974.0
4396,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D95D0>,False,O1C(OC2OC(C(O)C(O)C2O)CO)(C(O)C(O)C1CO)CO.OC(CO)C,s_6065,19802912.0
4397,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9580>,False,[AlH3+3].OC(C(O)C(O)CO)C(O)CO,s_6066,19803230.0
4398,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9530>,False,OC(C(O)CCO)CCCO,s_6067,19806432.0
4399,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D94E0>,False,O1C(OC2OC(C(O)C(OC)C2OC)CO)(C(OC)C(OC)C1COC)COC,s_6068,19809340.0
4400,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9490>,False,O1C(C(O)C(O)C(O)C1OOC)CO,s_6069,19812632.0
4401,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9440>,False,OC(C(O)CCO)C(O)C(O)C=O,s_6070,19814647.0
4402,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D93F0>,False,FOC1OC(C(O)C(O)C1)C,s_6071,19817923.0
4403,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D93A0>,False,O1C(C(O)C(O)C(O)C1[O-])C(O)C,s_6072,19818370.0
4404,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9350>,False,O1C(C(OC)C(O)C(O)C1[O-])CO,s_6073,19818375.0
4405,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9300>,False,O1C(OCCCCCCCC)C(O)C(O)C(O)C1,s_6074,19821516.0
4406,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D92B0>,False,ClC[C@H]1O[C@H](O[C@@]2(O[C@@H]([C@@H](O)[C@@H]2O)CO)CO)[C@H](O)[C@@H](O)[C@@H]1O,s_6075,198223.0
4407,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9260>,False,O1C(C(O)CC(OC)C1OC)CO,s_6076,19824025.0
4408,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9210>,False,OC(C(O)C(O)C(O)C(O)C=O)C(O)C(O)C(O)C=O,s_6077,19827232.0
4409,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D91C0>,False,[K+].[K+].S(=O)(=O)([O-])[O-].O1C(OC2OC(C(O)C(O)C2O)CO)(C(O)C(O)C1CO)CO,s_6078,19829659.0
4410,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9170>,False,O(C(C(OC)C(O)C=O)C(OC)CO)C,s_6079,19830873.0
4411,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9120>,False,OC(C(O)C(O)C(O)C(O)C(=O)C=O)C(O)C(O)C(O)C(O)C=O,s_6080,19836284.0
4412,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D90D0>,False,[K+].OC(C[N+](C)(C)C)CC(=O)[O-].O(C(=O)C(NC(=O)C(N)CC(=O)[O-])Cc1ccccc1)C,s_6081,19838746.0
4413,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9080>,False,O=C(N(C(Cc1ccccc1)C(=O)O)CCCC)C(N)CC(=O)O,s_6082,19839186.0
4414,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3D9030>,False,O=C(N(C(Cc1ccccc1)C(=O)O)CCC)C(N)CC(=O)O,s_6083,19839187.0
4415,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C38A120>,False,S(=O)(OC(C(O)C(O)C(O)CO)C=O)O,s_6084,19842619.0
4416,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C389DF0>,False,O(C(=O)C(NC(=O)C(N)CC(=O)O)Cc1ccccc1)CO,s_6085,19846620.0
4417,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3892B0>,False,O(C1C(O)C(OC([O-])C1)CO)C1OC(C(O)C(O)C1O)CO,s_6086,19850728.0
4418,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C388F80>,False,O(C1C(O)C(OC(O)C1)CO)C1OC(C(O)C(O)C1O)CO,s_6087,19850729.0
4419,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3884E0>,False,BrCCOC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)CO)CO,s_6088,19856953.0
4420,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3881C0>,False,O1C(OCC2OC([O-])C(OC)C(O)C2O)C(O)C(O)C(O)C1CO,s_6089,19856954.0
4421,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C388170>,False,O1C(C(O)C(O)C(OC)C1O)COC1OC(C(O)C(O)C1O)CO,s_6090,19856955.0
4422,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C388120>,False,[Bi+3].S1(=O)(=O)N=C([O-])c2c1cccc2.S1(=O)(=O)N=C([O-])c2c1cccc2.S1(=O)(=O)N=C([O-])c2c1cccc2,s_6091,19857464.0
4423,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3880D0>,False,S(=O)(=O)(OC1C(OC(C1O)CO)(OC1OC(C(O)C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-])CO)CO)[O-],s_6092,19860857.0
4424,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C388080>,False,O=C(NCCC(=O)OC)C(NC(Cc1ccccc1)C(=O)O)Cc1ccccc1,s_6093,19863272.0
4425,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C388030>,False,OC(C(O)C(O)C=O)C(O)CO.O=CC,s_6094,19866387.0
4426,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387F80>,False,SC1(O)C(O)C(O)C(OC1O)CO,s_6095,19866392.0
4427,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387F30>,False,O1C(C(O)C(O)C(OC)(O)C1O)CO,s_6096,19866394.0
4428,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387EE0>,False,O1C(C(O)C(O)C(O)C1OO)C,s_6097,19866396.0
4429,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387E90>,False,IC(O)C1OC(O)C(O)C(O)C1O,s_6098,19867605.0
4430,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387E40>,False,S1(=O)(=O)N(C(=O)c2c1cccc2)C(=O)OO,s_6099,19874037.0
4431,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387DF0>,False,O(C(=O)C(NC(=O)C(NC(=O)C)CC(=O)O)Cc1ccccc1)C,s_6100,19880722.0
4432,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387DA0>,False,[Ca+2].S1(=O)(=O)NC(=O)c2c1cccc2.[Na+],s_6101,19890475.0
4433,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387D50>,False,O1C(C(OC(=O)C)C(OC(=O)C)CC1O)CO,s_6102,19891141.0
4434,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387D00>,False,O1C(C(O)C(OC)C1OCC)C(O)(O)CO,s_6103,19893198.0
4435,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387CB0>,False,FC(OF)(C(O)C(O)C(O)CO)C=O,s_6104,19895964.0
4436,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387C60>,False,OC(C(O)CC(=O)O)C(O)C(=O)O,s_6105,19899983.0
4437,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387C10>,False,O1C(C(O)(O)C(O)C1O)C(O)CO,s_6106,19905508.0
4438,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387350>,False,O1C(C(O)C(O)C(O)C1O)C(O)O,s_6107,19905517.0
4439,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387300>,False,O(C(C(O)CO)C(O)CO)C,s_6108,19907518.0
4440,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3872B0>,False,ClOC(C(OCl)C(OCl)C=O)C(O)CO,s_6109,19911211.0
4441,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387260>,False,ClC1C(O)C(O)C(OC2(OC(C(O)C2O)CCl)CCl)OC1CO.OC(=O)C,s_6110,19914291.0
4442,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387210>,False,O=C(NC(CCCC)C(=O)OC)C(NC(=O)CCCc1ccccc1)CC(C)C,s_6111,19915339.0
4443,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3871C0>,False,s1[nH]c(=O)c2c1cccc2.[NH4+],s_6112,19915444.0
4444,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387170>,False,[Na+].OC(C(O)CO)C(O)C(=O)CO[B]([O-])[O-],s_6113,19915572.0
4445,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387120>,False,O1C(C(O)C(O)C(O)C1OC(=O)O)CO,s_6114,19915600.0
4446,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3870D0>,False,ClC1C(O)C(O)C(OC2(OC(C(O)C2O)C)CO)OC1CO,s_6115,19917387.0
4447,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387080>,False,OC(C(O)C(O)C=O)C(O)CO.OC(C(O)C(O)C=O)C(O)CO.OC(CO)CO,s_6116,19918815.0
4448,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C387030>,False,Cl.O=C(NC(Cc1ccccc1)C(=O)O)C(N)CC(=O)O,s_6117,19925797.0
4449,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386F80>,False,O1C(C(O)C(OCC(O)CO)C(OCCCCCCCCCCCCCCCCCC)C1OC)CO,s_6118,19925996.0
4450,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386F30>,False,O1C(C(OCC(O)CO)C(OC(CCCCC)C)C(OCCCCCCCCCCC)C1OC)CO,s_6119,19925997.0
4451,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386EE0>,False,O(C1C(O)C(O)C(OC1CO)O)C1OC(C(O)C(O)C1O)COCCCO,s_6120,19928914.0
4452,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386E90>,False,O=C(NC(Cc1ccccc1)C(=O)OC)C(NC(=O)CC(N)C(=O)O)CC(=O)O,s_6121,19933555.0
4453,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386E40>,False,O1C(OC)(C(O)C(O)C(O)C1CO)C,s_6122,19939983.0
4454,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386DF0>,False,OC(C(NC(=O)C(N)C(O)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C,s_6123,19940530.0
4455,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386DA0>,False,O1C(C(OCC)CCC1O)COCC,s_6124,19956016.0
4456,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386A80>,False,O1C(C(OCCC)CCC1O)COCCC,s_6125,19956018.0
4457,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386A30>,False,O1C(C(OCCCC)CCC1O)COCCCC,s_6126,19956022.0
4458,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3869E0>,False,O1C(C(OCCCCC)CCC1O)COCCCCC,s_6127,19956026.0
4459,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386990>,False,O1C(C(O)C(O)C(O)C1OOCC)C,s_6128,19956925.0
4460,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386940>,False,O(C1CCCCC1)C1(O)C(O)C(O)COC1O,s_6129,19956935.0
4461,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3868F0>,False,O=C(NC(Cc1ccccc1)C(=O)NC)C(CCCCNCCCC=O)CC(=O)O,s_6130,19962237.0
4462,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3868A0>,False,O=C(NC(Cc1ccccc1)C(=O)NC)C(CCCCO)CC(=O)O,s_6131,19962242.0
4463,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386850>,False,O1C(OC2OC(C(O)C(O)C2O)CO)(C(O)C(O)C1CO)COCC(O)C,s_6132,19966371.0
4464,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386800>,False,Cl.OC(C(O)C(O)C=O)C(O)CO.N,s_6133,19973973.0
4465,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C386260>,False,OC(C(O)C(O)C=O)C(O)CO.OC(C(O)C(O)C=O)C(O)CO.OC(C(O)C(O)C=O)C(O)CO.O,s_6134,19975121.0
4466,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377AD0>,False,O1C2C(OC(OC2)C)C(OC)C(OC)C1O,s_6135,19987162.0
4467,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377A80>,False,O1C([O-])(C(O)C(O)C1(O)CO)COC1OCC(O)C(O)C1OC,s_6136,19988414.0
4468,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377940>,False,O1C(O)(C(O)C(O)C1(O)CO)COC1OCC(O)C(O)C1OC,s_6137,19988415.0
4469,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3778F0>,False,O1C([O-])(C(O)C(O)C1(O)CO)COC1OC(C(O)C(O)C1OC)CO,s_6138,19988418.0
4470,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3778A0>,False,O1C(O)(C(O)C(O)C1(O)CO)COC1OC(C(O)C(O)C1OC)CO,s_6139,19988419.0
4471,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377850>,False,O1C(C(O)C(O)C(O)C1OC)CO.O(C(CO)C)CC(O)C.O(C(CO)C)CC(O)C.O(C(CO)C)CC(O)C.O(C(CO)C)CC(O)C,s_6140,19991268.0
4472,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377800>,False,O1C(C(OCCO)C(OCCO)C(OCCO)C1OC)COCCO,s_6141,19991269.0
4473,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3776C0>,False,OC(C(O)C(O)C=O)C(O)C.OC(C(O)C(O)C=O)C(O)C,s_6142,19991963.0
4474,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377670>,False,O1C(O)(C(O)C(O)C(OC)C1[O-])CO,s_6143,19995093.0
4475,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377620>,False,O1C(O)(C(O)C(O)C(OC)C1O)CO,s_6144,19995094.0
4476,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377350>,False,O1OCC(O)C(O)C1CO,s_6145,19995754.0
4477,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377300>,False,O=C(NC(C(=O)NC(CC(=O)N)C(=O)O)C)C(NC(=O)C(N)Cc1ccccc1)C,s_6146,20001519.0
4478,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3772B0>,False,O=C(NC(C(=O)NC(CC(=O)O)C(=O)O)C)C(NC(=O)C(N)Cc1ccccc1)C,s_6147,20001520.0
4479,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377260>,False,O=C(NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6148,20001559.0
4480,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377210>,False,O=C(NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6149,20001560.0
4481,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C3771C0>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)N,s_6150,20001568.0
4482,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C377170>,False,O=C(NC(Cc1ccccc1)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)N,s_6151,20001570.0
4483,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36FB70>,False,O=C(NC(CC(=O)O)C(=O)NC(C)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6152,20001577.0
4484,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36F8A0>,False,O=C(NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6153,20001579.0
4485,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36ED00>,False,O=C(NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6154,20001580.0
4486,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36EA30>,False,O=C(NC(CCC(=O)O)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6155,20001582.0
4487,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36E760>,False,O=C(NC(CCC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6156,20001583.0
4488,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36E1C0>,False,O=C(NC(CC(=O)O)C(=O)NCC(=O)O)C(NC(=O)C(N)Cc1ccccc1)C,s_6157,20001584.0
4489,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DE90>,False,OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O)C(CC)C,s_6158,20001586.0
4490,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DB70>,False,O=C(NC(CC(C)C)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6159,20001587.0
4491,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DB20>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6160,20001588.0
4492,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DAD0>,False,O=C(NC(Cc1ccccc1)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6161,20001590.0
4493,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DA80>,False,O=C(NC(C(C)C)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(=O)O,s_6162,20001596.0
4494,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36DA30>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CCC(=O)N,s_6163,20001639.0
4495,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D9E0>,False,O=C(NC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)C)C(N)Cc1ccccc1,s_6164,20001659.0
4496,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D990>,False,O=C(NC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)C)C(N)Cc1ccccc1,s_6165,20001660.0
4497,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D940>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)C(CC)C,s_6166,20001699.0
4498,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D8F0>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CC(C)C,s_6167,20001719.0
4499,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D8A0>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CCCCN,s_6168,20001739.0
4500,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D850>,False,O=C(NC(CC(=O)O)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)CCCCN,s_6169,20001740.0
4501,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D800>,False,OCC(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)C(=O)NC(CC(=O)N)C(=O)O,s_6170,20001816.0
4502,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D7B0>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)C(C)C,s_6171,20001896.0
4503,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D760>,False,O=C(NC(CC(=O)O)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C)C(C)C,s_6172,20001897.0
4504,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D710>,False,O=C(NC(C(=O)NC(CC(=O)N)C(=O)O)C)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6173,20002316.0
4505,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D6C0>,False,O=C(NC(C(=O)NC(CC(=O)O)C(=O)O)C)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6174,20002317.0
4506,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D670>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)C,s_6175,20002325.0
4507,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36D620>,False,O=C(NC(C(=O)NC(Cc1ccccc1)C(=O)O)C)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6176,20002327.0
4508,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CD00>,False,O=C(NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6177,20002356.0
4509,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CCB0>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(=O)N,s_6178,20002365.0
4510,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CC60>,False,O=C(NC(CC(=O)O)C(=O)NC(C)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6179,20002374.0
4511,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CC10>,False,O=C(NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6180,20002376.0
4512,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CBC0>,False,O=C(NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6181,20002377.0
4513,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CB70>,False,O=C(NC(CC(=O)O)C(=O)NCC(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6182,20002381.0
4514,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CB20>,False,OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(=O)O)C(CC)C,s_6183,20002383.0
4515,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CAD0>,False,O=C(NC(CC(C)C)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(=O)O,s_6184,20002384.0
4516,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CA80>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(=O)O,s_6185,20002385.0
4517,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36CA30>,False,O=C(NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N,s_6186,20002387.0
4518,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C9E0>,False,O=C(NC(C(C)C)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(=O)O,s_6187,20002393.0
4519,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C990>,False,O=C(NC(CC(=O)N)C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)C(N)Cc1ccccc1,s_6188,20002456.0
4520,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C940>,False,OC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)C(CC)C,s_6189,20002463.0
4521,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C8F0>,False,OC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(C)C,s_6190,20002464.0
4522,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C8A0>,False,OC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CCCCN,s_6191,20002465.0
4523,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C850>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)C(CC)C,s_6192,20002496.0
4524,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C800>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)C(CC)C,s_6193,20002505.0
4525,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C7B0>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(C)C,s_6194,20002516.0
4526,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C760>,False,O=C(NC(CCCCN)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CC(C)C,s_6195,20002525.0
4527,<rdkit.Chem.rdchem.Mol object at 0x0000015B2C36C710>,False,O=C(NC(CC(=O)N)C(=O)O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)CC(=O)N)CCCCN,s_6196,20002536.0
