,smiles,cid,bitter,bitter_prob,non_bitter_prob,sweet,sweet_prob,non_sweet_prob
1555,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC(C)C)CO,10776176.0,True,0.8439599400741058,0.1560400599258942,True,0.9945471994683245,0.005452800531675517
1557,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC1OC(OC1)(C)C)CO,10780109.0,True,0.9869647011355887,0.013035298864411349,True,0.5746920593696175,0.42530794063038246
1596,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCC(C)C)CO,10848285.0,True,0.838513679395759,0.16148632060424095,True,0.9250098274671901,0.07499017253280993
1601,O1[C@@H]([C@H](OC)[C@H](O)C[C@H]1OC)C,10856008.0,True,0.9525701739394177,0.047429826060582325,True,0.9582775511528127,0.04172244884718734
1602,O1[C@@H]([C@@H](O)[C@H](OC)C[C@H]1OC)C,10856009.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
1607,O1[C@@H](C[C@@H](O)[C@H](OC)[C@H]1OC)C,10866852.0,True,0.9815963014467133,0.018403698553286718,True,0.9521216143377729,0.04787838566222713
1624,O1[C@@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)CC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,10882351.0,True,0.6271979575220071,0.37280204247799287,True,0.9864174292228398,0.013582570777160186
1643,O1[C@H]([C@H](O)[C@@H](O)C[C@@H]1OC)C,10909874.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
1645,O1C([C@@H](OC)[C@H](O)[C@H](O)C1O)(C)C,10910359.0,True,0.877985290711388,0.12201470928861202,True,0.9958901502448504,0.004109849755149608
1648,O1[C@H]([C@@H](O)[C@H](OC)C[C@H]1OCCCC)C,10911015.0,True,0.9670153031072957,0.032984696892704335,True,0.7590007234917466,0.24099927650825337
1653,O1[C@@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)CC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,10914762.0,True,0.6271979575220071,0.37280204247799287,True,0.9864174292228398,0.013582570777160186
1664,O1C2[C@@H](O[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO)[C@H](O)[C@@H](O)C1OC2,10925369.0,True,0.6375971464523217,0.3624028535476783,True,0.5628907800220063,0.4371092199779937
